000546.SZ,546,金圆股份,吉林,水泥,主板,19931215,0,jin-yuan-gu-fen000546.SZ金圆股份,,,,,,,,,,,,,,,,,,,,
000547.SZ,547,航天发展,福建,通信设备,主板,19931130,0,hang-tian-fa-zhan000547.SZ航天发展,,,,,,,,,,,,,,,,,,,,
000548.SZ,548,湖南投资,湖南,路桥,主板,19931220,0,hu-nan-tou-zi000548.SZ湖南投资,,,,,,,,,,,,,,,,,,,,
000550.SZ,550,江铃汽车,江西,汽车整车,主板,19931201,0,jiang-ling-qi-che000550.SZ江铃汽车,,,,,,,,,,,,,,,,,,,,
000551.SZ,551,创元科技,江苏,专用机械,主板,19940106,0,chuang-yuan-ke-ji000551.SZ创元科技,,,,,,,,,,,,,,,,,,,,
000552.SZ,552,靖远煤电,甘肃,煤炭开采,主板,19940106,0,jing-yuan-mei-dian000552.SZ靖远煤电,,,,,,,,,,,,,,,,,,,,
000553.SZ,553,安道麦A,湖北,农药化肥,主板,19931203,0,an-dao-mai-a000553.SZ安道麦A,,,,,,,,,,,,,,,,,,,,
000554.SZ,554,泰山石油,山东,石油贸易,主板,19931215,0,tai-shan-shi-you000554.SZ泰山石油,,,,,,,,,,,,,,,,,,,,
000555.SZ,555,神州信息,深圳,软件服务,主板,19940408,0,shen-zhou-xin-xi000555.SZ神州信息,,,,,,,,,,,,,,,,,,,,
000557.SZ,557,西部创业,宁夏,铁路,主板,19940617,0,xi-bu-chuang-ye000557.SZ西部创业,,,,,,,,,,,,,,,,,,,,
000558.SZ,558,莱茵体育,浙江,文教休闲,主板,19940509,0,lai-yin-ti-yu000558.SZ莱茵体育,,,,,,,,,,,,,,,,,,,,
000559.SZ,559,万向钱潮,浙江,汽车配件,主板,19940110,0,mo-xiang-qian-chao000559.SZ万向钱潮,,,,,,,,,,,,,,,,,,,,
000560.SZ,560,我爱我家,云南,房产服务,主板,19940202,0,wo-ai-wo-jia000560.SZ我爱我家,,,,,,,,,,,,,,,,,,,,
